solID;lqn_solver_message;actions
5338;/tmp/easier-PAS/53/5338/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Moving --> DataStore to -->  New-Node_apabkcslmf,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5354;/tmp/easier-PAS/53/5354/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Cloning --> EnterpriseClient with -->  EnterpriseClient_dzpjshvudt,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> printRunningTotal to New Component --> New-Component_xtjnnyikmg deployed to a New Node -->New-Node_dhwbzpmfbz,Move Operation --> startSale to Component -->  PrinterController
5380;/tmp/easier-PAS/53/5380/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Cloning --> EnterpriseClient with -->  EnterpriseClient_dzpjshvudt,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5390;/tmp/easier-PAS/53/5390/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Cloning --> EnterpriseClient with -->  EnterpriseClient_dzpjshvudt,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5406;/tmp/easier-PAS/54/5406/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Cloning --> EnterpriseClient with -->  EnterpriseClient_dzpjshvudt,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5414;/tmp/easier-PAS/54/5414/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Move Operation --> rollInReceivedOrder to New Component --> New-Component_innelescpd deployed to a New Node -->New-Node_xwtpymbqla,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5418;/tmp/easier-PAS/54/5418/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Moving --> CashDeskGUI to -->  New-Node_harhdfugfh,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5422;/tmp/easier-PAS/54/5422/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Moving --> DataStore to -->  New-Node_apabkcslmf,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5426;/tmp/easier-PAS/54/5426/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Moving --> DataStore to -->  New-Node_apabkcslmf,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5438;/tmp/easier-PAS/54/5438/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Moving --> DataStore to -->  New-Node_apabkcslmf,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5442;/tmp/easier-PAS/54/5442/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Cloning --> Printer with -->  Printer_nstpnoiesd,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5458;/tmp/easier-PAS/54/5458/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Cloning --> Printer with -->  Printer_nstpnoiesd,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5466;/tmp/easier-PAS/54/5466/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Moving --> DataStore to -->  New-Node_apabkcslmf,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5480;/tmp/easier-PAS/54/5480/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Moving --> DataStore to -->  New-Node_apabkcslmf,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5482;/tmp/easier-PAS/54/5482/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Move Operation --> createReport to New Component --> New-Component_fdbskwtahg deployed to a New Node -->New-Node_ryhuoutrbf,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5484;/tmp/easier-PAS/54/5484/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Moving --> DataStore to -->  New-Node_apabkcslmf,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5486;/tmp/easier-PAS/54/5486/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Moving --> DataStore to -->  New-Node_apabkcslmf,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5500;/tmp/easier-PAS/55/5500/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Cloning --> Printer with -->  Printer_nstpnoiesd,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5502;/tmp/easier-PAS/55/5502/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Moving --> DataStore to -->  New-Node_apabkcslmf,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5508;/tmp/easier-PAS/55/5508/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Cloning --> Printer with -->  Printer_nstpnoiesd,Cloning --> CashBox with -->  CashBox_ertrnocxah,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5510;/tmp/easier-PAS/55/5510/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Cloning --> Printer with -->  Printer_nstpnoiesd,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5512;/tmp/easier-PAS/55/5512/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Cloning --> Printer with -->  Printer_nstpnoiesd,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5518;/tmp/easier-PAS/55/5518/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Move Operation --> getTransaction to New Component --> New-Component_zyefbtnnkz deployed to a New Node -->New-Node_tkrkdjyphm,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5522;/tmp/easier-PAS/55/5522/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Cloning --> Printer with -->  Printer_nstpnoiesd,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5546;/tmp/easier-PAS/55/5546/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Cloning --> Printer with -->  Printer_nstpnoiesd,Cloning --> CashBox with -->  CashBox_mowocghnjd,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5554;/tmp/easier-PAS/55/5554/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Cloning --> Printer with -->  Printer_nstpnoiesd,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
5558;/tmp/easier-PAS/55/5558/output.xml: warning: Reference task "Cashier" has more than one entry defined.;Cloning --> Printer with -->  Printer_nstpnoiesd,Cloning --> LightDisplay with -->  LightDisplay_fdfqzhozlt,Move Operation --> getTransactionContext to New Component --> New-Component_rdpfbksdmr deployed to a New Node -->New-Node_nnelmleljv,Move Operation --> startSale to Component -->  PrinterController
